GeneID Gene CodonID chr start stop strand Locus amplicon_length ampInsert_length CodonStart
0424100 Rh5 203 Pf3D7_04_v3 1083334 1083337 - Pf3D7_04_v3-1083299-1083563-2 264 198 3
0424100 Rh5 221 Pf3D7_04_v3 1083280 1083283 - Pf3D7_04_v3-1083095-1083331-1B 236 171 154
0424100 Rh5 269 Pf3D7_04_v3 1083136 1083139 - Pf3D7_04_v3-1083095-1083331-1B 236 171 10
0424100 Rh5 350 Pf3D7_04_v3 1082893 1082896 - Pf3D7_04_v3-1082776-1083049-1B 273 207 85
0424100 Rh5 354 Pf3D7_04_v3 1082881 1082884 - Pf3D7_04_v3-1082776-1083049-1B 273 207 73
0424100 Rh5 357 Pf3D7_04_v3 1082872 1082875 - Pf3D7_04_v3-1082776-1083049-1B 273 207 64
0424100 Rh5 362 Pf3D7_04_v3 1082857 1082860 - Pf3D7_04_v3-1082776-1083049-1B 273 207 49
0523000 mdr1 86 Pf3D7_05_v3 958144 958147 + Pf3D7_05_v3-958079-958350-1B 271 211 39
0523000 mdr1 182 Pf3D7_05_v3 958432 958435 + Pf3D7_05_v3-958372-958608-1B 236 185 38
0523000 mdr1 184 Pf3D7_05_v3 958438 958441 + Pf3D7_05_v3-958372-958608-1B 236 185 44
0523000 mdr1 186 Pf3D7_05_v3 958444 958447 + Pf3D7_05_v3-958372-958608-1B 236 185 50
0523000 mdr1 371 Pf3D7_05_v3 958999 959002 + Pf3D7_05_v3-958920-959168-1B 248 182 47
0523000 mdr1 1034 Pf3D7_05_v3 960988 960991 + Pf3D7_05_v3-960810-961048-1B 238 179 147
0523000 mdr1 1042 Pf3D7_05_v3 961012 961015 + Pf3D7_05_v3-960810-961048-1B 238 179 171
0523000 mdr1 1246 Pf3D7_05_v3 961624 961627 + Pf3D7_05_v3-961511-961758-1B 247 186 81
0629500 aat1 135 Pf3D7_06_v3 1215600 1215603 - Pf3D7_06_v3-1215495-1215756-1B 261 211 85
0629500 aat1 162 Pf3D7_06_v3 1215519 1215522 - Pf3D7_06_v3-1215495-1215756-1B 261 211 4
0629500 aat1 185 Pf3D7_06_v3 1215450 1215453 - Pf3D7_06_v3-1215236-1215502-1B 266 211 183
0629500 aat1 230 Pf3D7_06_v3 1215315 1215318 - Pf3D7_06_v3-1215236-1215502-1B 266 211 48
0629500 aat1 238 Pf3D7_06_v3 1215291 1215294 - Pf3D7_06_v3-1215236-1215502-1B 266 211 24
0629500 aat1 380 Pf3D7_06_v3 1214865 1214868 - Pf3D7_06_v3-1214815-1215069-1B 254 190 20
0709000 crt 48 Pf3D7_07_v3 403539 403542 + Pf3D7_07_v3-403479-403716-1B 237 183 40
0709000 crt 48 Pf3D7_07_v3 403539 403542 + Pf3D7_07_v3-403487-403750-2 263 209 32
0709000 crt 52 Pf3D7_07_v3 403551 403554 + Pf3D7_07_v3-403479-403716-1B 237 183 52
0709000 crt 52 Pf3D7_07_v3 403551 403554 + Pf3D7_07_v3-403487-403750-2 263 209 44
0709000 crt 72 Pf3D7_07_v3 403611 403614 + Pf3D7_07_v3-403479-403716-1B 237 183 112
0709000 crt 72 Pf3D7_07_v3 403611 403614 + Pf3D7_07_v3-403487-403750-2 263 209 104
0709000 crt 73 Pf3D7_07_v3 403614 403617 + Pf3D7_07_v3-403479-403716-1B 237 183 115
0709000 crt 73 Pf3D7_07_v3 403614 403617 + Pf3D7_07_v3-403487-403750-2 263 209 107
0709000 crt 74 Pf3D7_07_v3 403617 403620 + Pf3D7_07_v3-403479-403716-1B 237 183 118
0709000 crt 74 Pf3D7_07_v3 403617 403620 + Pf3D7_07_v3-403487-403750-2 263 209 110
0709000 crt 75 Pf3D7_07_v3 403620 403623 + Pf3D7_07_v3-403479-403716-1B 237 183 121
0709000 crt 75 Pf3D7_07_v3 403620 403623 + Pf3D7_07_v3-403487-403750-2 263 209 113
0709000 crt 76 Pf3D7_07_v3 403623 403626 + Pf3D7_07_v3-403479-403716-1B 237 183 124
0709000 crt 76 Pf3D7_07_v3 403623 403626 + Pf3D7_07_v3-403487-403750-2 263 209 116
0709000 crt 93 Pf3D7_07_v3 403674 403677 + Pf3D7_07_v3-403479-403716-1B 237 183 175
0709000 crt 93 Pf3D7_07_v3 403674 403677 + Pf3D7_07_v3-403487-403750-2 263 209 167
0709000 crt 97 Pf3D7_07_v3 403686 403689 + Pf3D7_07_v3-403487-403750-2 263 209 179
0709000 crt 101 Pf3D7_07_v3 403698 403701 + Pf3D7_07_v3-403487-403750-2 263 209 191
0709000 crt 145 Pf3D7_07_v3 404009 404012 + Pf3D7_07_v3-403801-404052-1B 251 187 176
0709000 crt 218 Pf3D7_07_v3 404400 404403 + Pf3D7_07_v3-404325-404590-1B 265 206 43
0709000 crt 220 Pf3D7_07_v3 404406 404409 + Pf3D7_07_v3-404325-404590-1B 265 206 49
0709000 crt 271 Pf3D7_07_v3 404835 404838 + Pf3D7_07_v3-404776-405006-1B 230 172 27
0709000 crt 326 Pf3D7_07_v3 405360 405363 + Pf3D7_07_v3-405334-405576-1B 242 185 3
0709000 crt 343 Pf3D7_07_v3 405559 405562 + Pf3D7_07_v3-405517-405773-2 256 193 10
0709000 crt 350 Pf3D7_07_v3 405580 405583 + Pf3D7_07_v3-405517-405773-2 256 193 31
0709000 crt 353 Pf3D7_07_v3 405589 405592 + Pf3D7_07_v3-405517-405773-2 256 193 40
0709000 crt 356 Pf3D7_07_v3 405598 405601 + Pf3D7_07_v3-405570-405844-1B 274 217 1
0709000 crt 356 Pf3D7_07_v3 405598 405601 + Pf3D7_07_v3-405517-405773-2 256 193 49
0720700 pib7 1484 Pf3D7_07_v3 896658 896661 + Pf3D7_07_v3-896613-896849-1B 236 170 13
0810800 dhps 431 Pf3D7_08_v3 549665 549668 + Pf3D7_08_v3-549583-549807-1B 224 166 56
0810800 dhps 436 Pf3D7_08_v3 549680 549683 + Pf3D7_08_v3-549583-549807-1B 224 166 71
0810800 dhps 437 Pf3D7_08_v3 549683 549686 + Pf3D7_08_v3-549583-549807-1B 224 166 74
0810800 dhps 540 Pf3D7_08_v3 549992 549995 + Pf3D7_08_v3-549960-550215-1B 255 193 4
0810800 dhps 581 Pf3D7_08_v3 550115 550118 + Pf3D7_08_v3-549960-550215-1B 255 193 127
0810800 dhps 581 Pf3D7_08_v3 550115 550118 + Pf3D7_08_v3-550057-550318-2 261 204 26
0810800 dhps 613 Pf3D7_08_v3 550211 550214 + Pf3D7_08_v3-550057-550318-2 261 204 122
1012700 pph 1157 Pf3D7_10_v3 490719 490722 + Pf3D7_10_v3-490605-490877-1B 272 206 82
1251200 coronin 50 Pf3D7_12_v3 2092569 2092572 + Pf3D7_12_v3-2092529-2092798-1B 269 206 11
1251200 coronin 100 Pf3D7_12_v3 2092719 2092722 + Pf3D7_12_v3-2092529-2092798-1B 269 206 161
1251200 coronin 100 Pf3D7_12_v3 2092719 2092722 + Pf3D7_12_v3-2092654-2092884-2 230 169 37
1251200 coronin 107 Pf3D7_12_v3 2092740 2092743 + Pf3D7_12_v3-2092529-2092798-1B 269 206 182
1251200 coronin 107 Pf3D7_12_v3 2092740 2092743 + Pf3D7_12_v3-2092654-2092884-2 230 169 58
1318100 fd 193 Pf3D7_13_v3 748392 748395 - Pf3D7_13_v3-748254-748510-1B 256 190 106
1322700 PF3D7_1322700 236 Pf3D7_13_v3 958467 958470 - Pf3D7_13_v3-958247-958510-1B 263 206 192
1343700 k13 40 Pf3D7_13_v3 1726877 1726880 - Pf3D7_13_v3-1726723-1726995-1B 272 211 122
1343700 k13 210 Pf3D7_13_v3 1726367 1726370 - Pf3D7_13_v3-1726174-1726408-2 234 168 161
1343700 k13 250 Pf3D7_13_v3 1726247 1726250 - Pf3D7_13_v3-1726057-1726304-1B 247 181 158
1343700 k13 250 Pf3D7_13_v3 1726247 1726250 - Pf3D7_13_v3-1726174-1726408-2 234 168 41
1343700 k13 310 Pf3D7_13_v3 1726067 1726070 - Pf3D7_13_v3-1725887-1726123-2 236 178 152
1343700 k13 360 Pf3D7_13_v3 1725917 1725920 - Pf3D7_13_v3-1725713-1725955-1B 242 182 177
1343700 k13 360 Pf3D7_13_v3 1725917 1725920 - Pf3D7_13_v3-1725887-1726123-2 236 178 2
1343700 k13 436 Pf3D7_13_v3 1725689 1725692 - Pf3D7_13_v3-1725464-1725719-1B 255 200 196
1343700 k13 437 Pf3D7_13_v3 1725686 1725689 - Pf3D7_13_v3-1725464-1725719-1B 255 200 193
1343700 k13 441 Pf3D7_13_v3 1725674 1725677 - Pf3D7_13_v3-1725464-1725719-1B 255 200 181
1343700 k13 442 Pf3D7_13_v3 1725671 1725674 - Pf3D7_13_v3-1725464-1725719-1B 255 200 178
1343700 k13 446 Pf3D7_13_v3 1725659 1725662 - Pf3D7_13_v3-1725464-1725719-1B 255 200 166
1343700 k13 449 Pf3D7_13_v3 1725650 1725653 - Pf3D7_13_v3-1725464-1725719-1B 255 200 157
1343700 k13 452 Pf3D7_13_v3 1725641 1725644 - Pf3D7_13_v3-1725464-1725719-1B 255 200 148
1343700 k13 454 Pf3D7_13_v3 1725635 1725638 - Pf3D7_13_v3-1725464-1725719-1B 255 200 142
1343700 k13 458 Pf3D7_13_v3 1725623 1725626 - Pf3D7_13_v3-1725464-1725719-1B 255 200 130
1343700 k13 469 Pf3D7_13_v3 1725590 1725593 - Pf3D7_13_v3-1725464-1725719-1B 255 200 97
1343700 k13 469 Pf3D7_13_v3 1725590 1725593 - Pf3D7_13_v3-1725379-1725652-2 273 216 187
1343700 k13 476 Pf3D7_13_v3 1725569 1725572 - Pf3D7_13_v3-1725464-1725719-1B 255 200 76
1343700 k13 476 Pf3D7_13_v3 1725569 1725572 - Pf3D7_13_v3-1725379-1725652-2 273 216 166
1343700 k13 479 Pf3D7_13_v3 1725560 1725563 - Pf3D7_13_v3-1725464-1725719-1B 255 200 67
1343700 k13 479 Pf3D7_13_v3 1725560 1725563 - Pf3D7_13_v3-1725379-1725652-2 273 216 157
1343700 k13 480 Pf3D7_13_v3 1725557 1725560 - Pf3D7_13_v3-1725464-1725719-1B 255 200 64
1343700 k13 480 Pf3D7_13_v3 1725557 1725560 - Pf3D7_13_v3-1725379-1725652-2 273 216 154
1343700 k13 481 Pf3D7_13_v3 1725554 1725557 - Pf3D7_13_v3-1725464-1725719-1B 255 200 61
1343700 k13 481 Pf3D7_13_v3 1725554 1725557 - Pf3D7_13_v3-1725379-1725652-2 273 216 151
1343700 k13 483 Pf3D7_13_v3 1725548 1725551 - Pf3D7_13_v3-1725464-1725719-1B 255 200 55
1343700 k13 483 Pf3D7_13_v3 1725548 1725551 - Pf3D7_13_v3-1725379-1725652-2 273 216 145
1343700 k13 485 Pf3D7_13_v3 1725542 1725545 - Pf3D7_13_v3-1725464-1725719-1B 255 200 49
1343700 k13 485 Pf3D7_13_v3 1725542 1725545 - Pf3D7_13_v3-1725379-1725652-2 273 216 139
1343700 k13 493 Pf3D7_13_v3 1725518 1725521 - Pf3D7_13_v3-1725464-1725719-1B 255 200 25
1343700 k13 493 Pf3D7_13_v3 1725518 1725521 - Pf3D7_13_v3-1725379-1725652-2 273 216 115
1343700 k13 494 Pf3D7_13_v3 1725515 1725518 - Pf3D7_13_v3-1725464-1725719-1B 255 200 22
1343700 k13 494 Pf3D7_13_v3 1725515 1725518 - Pf3D7_13_v3-1725379-1725652-2 273 216 112
1343700 k13 504 Pf3D7_13_v3 1725485 1725488 - Pf3D7_13_v3-1725379-1725652-2 273 216 82
1343700 k13 510 Pf3D7_13_v3 1725467 1725470 - Pf3D7_13_v3-1725379-1725652-2 273 216 64
1343700 k13 515 Pf3D7_13_v3 1725452 1725455 - Pf3D7_13_v3-1725379-1725652-2 273 216 49
1343700 k13 520 Pf3D7_13_v3 1725437 1725440 - Pf3D7_13_v3-1725208-1725471-1B 263 209 206
1343700 k13 520 Pf3D7_13_v3 1725437 1725440 - Pf3D7_13_v3-1725379-1725652-2 273 216 34
1343700 k13 522 Pf3D7_13_v3 1725431 1725434 - Pf3D7_13_v3-1725208-1725471-1B 263 209 200
1343700 k13 522 Pf3D7_13_v3 1725431 1725434 - Pf3D7_13_v3-1725379-1725652-2 273 216 28
1343700 k13 527 Pf3D7_13_v3 1725416 1725419 - Pf3D7_13_v3-1725208-1725471-1B 263 209 185
1343700 k13 527 Pf3D7_13_v3 1725416 1725419 - Pf3D7_13_v3-1725379-1725652-2 273 216 13
1343700 k13 537 Pf3D7_13_v3 1725386 1725389 - Pf3D7_13_v3-1725208-1725471-1B 263 209 155
1343700 k13 538 Pf3D7_13_v3 1725383 1725386 - Pf3D7_13_v3-1725208-1725471-1B 263 209 152
1343700 k13 539 Pf3D7_13_v3 1725380 1725383 - Pf3D7_13_v3-1725208-1725471-1B 263 209 149
1343700 k13 540 Pf3D7_13_v3 1725377 1725380 - Pf3D7_13_v3-1725208-1725471-1B 263 209 146
1343700 k13 543 Pf3D7_13_v3 1725368 1725371 - Pf3D7_13_v3-1725208-1725471-1B 263 209 137
1343700 k13 544 Pf3D7_13_v3 1725365 1725368 - Pf3D7_13_v3-1725208-1725471-1B 263 209 134
1343700 k13 546 Pf3D7_13_v3 1725359 1725362 - Pf3D7_13_v3-1725208-1725471-1B 263 209 128
1343700 k13 553 Pf3D7_13_v3 1725338 1725341 - Pf3D7_13_v3-1725208-1725471-1B 263 209 107
1343700 k13 555 Pf3D7_13_v3 1725332 1725335 - Pf3D7_13_v3-1725208-1725471-1B 263 209 101
1343700 k13 555 Pf3D7_13_v3 1725332 1725335 - Pf3D7_13_v3-1725124-1725365-2 241 184 181
1343700 k13 561 Pf3D7_13_v3 1725314 1725317 - Pf3D7_13_v3-1725208-1725471-1B 263 209 83
1343700 k13 561 Pf3D7_13_v3 1725314 1725317 - Pf3D7_13_v3-1725124-1725365-2 241 184 163
1343700 k13 568 Pf3D7_13_v3 1725293 1725296 - Pf3D7_13_v3-1725208-1725471-1B 263 209 62
1343700 k13 568 Pf3D7_13_v3 1725293 1725296 - Pf3D7_13_v3-1725124-1725365-2 241 184 142
1343700 k13 574 Pf3D7_13_v3 1725275 1725278 - Pf3D7_13_v3-1725208-1725471-1B 263 209 44
1343700 k13 574 Pf3D7_13_v3 1725275 1725278 - Pf3D7_13_v3-1725124-1725365-2 241 184 124
1343700 k13 575 Pf3D7_13_v3 1725272 1725275 - Pf3D7_13_v3-1725208-1725471-1B 263 209 41
1343700 k13 575 Pf3D7_13_v3 1725272 1725275 - Pf3D7_13_v3-1725124-1725365-2 241 184 121
1343700 k13 578 Pf3D7_13_v3 1725263 1725266 - Pf3D7_13_v3-1725208-1725471-1B 263 209 32
1343700 k13 578 Pf3D7_13_v3 1725263 1725266 - Pf3D7_13_v3-1725124-1725365-2 241 184 112
1343700 k13 580 Pf3D7_13_v3 1725257 1725260 - Pf3D7_13_v3-1725208-1725471-1B 263 209 26
1343700 k13 580 Pf3D7_13_v3 1725257 1725260 - Pf3D7_13_v3-1725124-1725365-2 241 184 106
1343700 k13 581 Pf3D7_13_v3 1725254 1725257 - Pf3D7_13_v3-1725208-1725471-1B 263 209 23
1343700 k13 581 Pf3D7_13_v3 1725254 1725257 - Pf3D7_13_v3-1725124-1725365-2 241 184 103
1343700 k13 584 Pf3D7_13_v3 1725245 1725248 - Pf3D7_13_v3-1725208-1725471-1B 263 209 14
1343700 k13 584 Pf3D7_13_v3 1725245 1725248 - Pf3D7_13_v3-1725124-1725365-2 241 184 94
1343700 k13 596 Pf3D7_13_v3 1725209 1725212 - Pf3D7_13_v3-1725124-1725365-2 241 184 58
1343700 k13 597 Pf3D7_13_v3 1725206 1725209 - Pf3D7_13_v3-1725124-1725365-2 241 184 55
1343700 k13 598 Pf3D7_13_v3 1725203 1725206 - Pf3D7_13_v3-1725124-1725365-2 241 184 52
1343700 k13 599 Pf3D7_13_v3 1725200 1725203 - Pf3D7_13_v3-1725124-1725365-2 241 184 49
1343700 k13 605 Pf3D7_13_v3 1725182 1725185 - Pf3D7_13_v3-1725124-1725365-2 241 184 31
1343700 k13 607 Pf3D7_13_v3 1725176 1725179 - Pf3D7_13_v3-1725124-1725365-2 241 184 25
1343700 k13 613 Pf3D7_13_v3 1725158 1725161 - Pf3D7_13_v3-1725124-1725365-2 241 184 7
1343700 k13 622 Pf3D7_13_v3 1725131 1725134 - Pf3D7_13_v3-1724895-1725166-1B 271 211 206
1343700 k13 631 Pf3D7_13_v3 1725104 1725107 - Pf3D7_13_v3-1724895-1725166-1B 271 211 179
1343700 k13 641 Pf3D7_13_v3 1725074 1725077 - Pf3D7_13_v3-1724895-1725166-1B 271 211 149
1343700 k13 656 Pf3D7_13_v3 1725029 1725032 - Pf3D7_13_v3-1724895-1725166-1B 271 211 104
1343700 k13 659 Pf3D7_13_v3 1725020 1725023 - Pf3D7_13_v3-1724895-1725166-1B 271 211 95
1343700 k13 661 Pf3D7_13_v3 1725014 1725017 - Pf3D7_13_v3-1724895-1725166-1B 271 211 89
1343700 k13 662 Pf3D7_13_v3 1725011 1725014 - Pf3D7_13_v3-1724895-1725166-1B 271 211 86
1343700 k13 667 Pf3D7_13_v3 1724996 1724999 - Pf3D7_13_v3-1724895-1725166-1B 271 211 71
1343700 k13 673 Pf3D7_13_v3 1724978 1724981 - Pf3D7_13_v3-1724895-1725166-1B 271 211 53
1343700 k13 675 Pf3D7_13_v3 1724972 1724975 - Pf3D7_13_v3-1724895-1725166-1B 271 211 47
1343700 k13 690 Pf3D7_13_v3 1724927 1724930 - Pf3D7_13_v3-1724895-1725166-1B 271 211 2
1362500 exo 415 Pf3D7_13_v3 2504558 2504561 + Pf3D7_13_v3-2504481-2504734-1B 253 187 45
1420700 P113 106 Pf3D7_14_v3 860485 860488 + Pf3D7_14_v3-860289-860542-1B 253 194 171
1420700 P113 107 Pf3D7_14_v3 860488 860491 + Pf3D7_14_v3-860289-860542-1B 253 194 174
1420700 P113 234 Pf3D7_14_v3 860869 860872 + Pf3D7_14_v3-860834-861066-1B 232 172 4
1447900 mdr2 463 Pf3D7_14_v3 1956286 1956289 - Pf3D7_14_v3-1956056-1956330-1B 274 212 198
1447900 mdr2 484 Pf3D7_14_v3 1956223 1956226 - Pf3D7_14_v3-1956056-1956330-1B 274 212 135
1447900 mdr2 492 Pf3D7_14_v3 1956199 1956202 - Pf3D7_14_v3-1956056-1956330-1B 274 212 111
1447900 mdr2 515 Pf3D7_14_v3 1956130 1956133 - Pf3D7_14_v3-1956056-1956330-1B 274 212 42
1460900 arps10 127 Pf3D7_14_v3 2481069 2481072 + Pf3D7_14_v3-2481033-2481276-1B 243 180 5
1460900 arps10 128 Pf3D7_14_v3 2481072 2481075 + Pf3D7_14_v3-2481033-2481276-1B 243 180 8
