new_name	old_name
Pf3D7_05_v3-0369705-0369916	Pf3D7_05_v3-369676-369949
Pf3D7_05_v3-0395919-0396103	Pf3D7_05_v3-395887-396136
Pf3D7_05_v3-0550834-0551043	Pf3D7_05_v3-550803-551072
Pf3D7_05_v3-0641162-0641373	Pf3D7_05_v3-641131-641404
Pf3D7_05_v3-0668787-0668979	Pf3D7_05_v3-668763-669004
Pf3D7_05_v3-0796550-0796728	Pf3D7_05_v3-796518-796759
Pf3D7_05_v3-1188488-1188673	Pf3D7_05_v3-1188456-1188706
Pf3D7_05_v3-1322131-1322313	Pf3D7_05_v3-1322099-1322341
Pf3D7_06_v3-0145317-0145502	Pf3D7_06_v3-145285-145531
Pf3D7_06_v3-0176138-0176305	Pf3D7_06_v3-176108-176338
Pf3D7_06_v3-0416486-0416688	Pf3D7_06_v3-416462-416720
Pf3D7_06_v3-0532194-0532380	Pf3D7_06_v3-532166-532407
Pf3D7_06_v3-0851515-0851740	Pf3D7_06_v3-851492-851765
Pf3D7_06_v3-1115931-1116136	Pf3D7_06_v3-1115900-1116168
Pf3D7_06_v3-1128590-1128771	Pf3D7_06_v3-1128558-1128797
Pf3D7_06_v3-1135637-1135827	Pf3D7_06_v3-1135605-1135855
Pf3D7_06_v3-1136121-1136332	Pf3D7_06_v3-1136091-1136364
Pf3D7_06_v3-1140924-1141141	Pf3D7_06_v3-1140900-1141174
Pf3D7_06_v3-1192659-1192836	Pf3D7_06_v3-1192628-1192867
Pf3D7_06_v3-1197277-1197483	Pf3D7_06_v3-1197245-1197515
Pf3D7_06_v3-1235427-1235625	Pf3D7_06_v3-1235395-1235658
Pf3D7_06_v3-1282687-1282898	Pf3D7_06_v3-1282656-1282930
Pf3D7_07_v3-0105200-0105414	Pf3D7_07_v3-105172-105442
Pf3D7_07_v3-0432855-0433064	Pf3D7_07_v3-432832-433091
Pf3D7_07_v3-0475343-0475512	Pf3D7_07_v3-475313-475545
Pf3D7_07_v3-0627381-0627592	Pf3D7_07_v3-627351-627625
Pf3D7_07_v3-0717292-0717461	Pf3D7_07_v3-717260-717493
Pf3D7_07_v3-0729507-0729725	Pf3D7_07_v3-729480-729750
Pf3D7_07_v3-1028361-1028570	Pf3D7_07_v3-1028330-1028603
Pf3D7_07_v3-1044011-1044195	Pf3D7_07_v3-1043981-1044225
Pf3D7_07_v3-1066693-1066879	Pf3D7_07_v3-1066661-1066903
Pf3D7_07_v3-1149398-1149585	Pf3D7_07_v3-1149367-1149613
Pf3D7_08_v3-0102308-0102500	Pf3D7_08_v3-102277-102527
Pf3D7_08_v3-0336453-0336618	Pf3D7_08_v3-336421-336651
Pf3D7_08_v3-0399718-0399934	Pf3D7_08_v3-399693-399961
Pf3D7_08_v3-0412833-0413029	Pf3D7_08_v3-412801-413062
Pf3D7_08_v3-0476264-0476442	Pf3D7_08_v3-476232-476475
Pf3D7_08_v3-0585363-0585562	Pf3D7_08_v3-585331-585590
Pf3D7_08_v3-0585735-0585916	Pf3D7_08_v3-585703-585949
Pf3D7_08_v3-0586024-0586233	Pf3D7_08_v3-585993-586266
Pf3D7_08_v3-1056702-1056878	Pf3D7_08_v3-1056678-1056903
Pf3D7_08_v3-1099750-1099944	Pf3D7_08_v3-1099719-1099977
Pf3D7_08_v3-1176345-1176524	Pf3D7_08_v3-1176313-1176549
Pf3D7_08_v3-1313119-1313308	Pf3D7_08_v3-1313088-1313338
Pf3D7_08_v3-1314743-1314953	Pf3D7_08_v3-1314717-1314986
Pf3D7_08_v3-1344650-1344813	Pf3D7_08_v3-1344618-1344845
Pf3D7_09_v3-0082033-0082203	Pf3D7_09_v3-82006-82236
Pf3D7_09_v3-0163845-0164021	Pf3D7_09_v3-163813-164052
Pf3D7_09_v3-0164074-0164287	Pf3D7_09_v3-164045-164311
Pf3D7_09_v3-0202886-0203076	Pf3D7_09_v3-202854-203106
Pf3D7_09_v3-0270941-0271136	Pf3D7_09_v3-270915-271160
Pf3D7_09_v3-0516766-0516980	Pf3D7_09_v3-516735-517007
Pf3D7_09_v3-0595860-0596063	Pf3D7_09_v3-595828-596094
Pf3D7_09_v3-0685587-0685792	Pf3D7_09_v3-685560-685825
Pf3D7_09_v3-1015130-1015317	Pf3D7_09_v3-1015103-1015350
Pf3D7_09_v3-1406371-1406581	Pf3D7_09_v3-1406342-1406614
Pf3D7_10_v3-0992362-0992570	Pf3D7_10_v3-992331-992603
Pf3D7_10_v3-0992621-0992836	Pf3D7_10_v3-992596-992869
Pf3D7_10_v3-1386689-1386876	Pf3D7_10_v3-1386657-1386909
Pf3D7_10_v3-1392399-1392588	Pf3D7_10_v3-1392371-1392620
Pf3D7_10_v3-1414369-1414565	Pf3D7_10_v3-1414337-1414596
Pf3D7_10_v3-1414630-1414799	Pf3D7_10_v3-1414599-1414832
Pf3D7_11_v3-0115945-0116151	Pf3D7_11_v3-115913-116184
Pf3D7_11_v3-0119463-0119672	Pf3D7_11_v3-119432-119705
Pf3D7_11_v3-0408316-0408504	Pf3D7_11_v3-408285-408534
Pf3D7_11_v3-0408572-0408747	Pf3D7_11_v3-408543-408771
Pf3D7_11_v3-0497306-0497519	Pf3D7_11_v3-497277-497548
Pf3D7_11_v3-1006725-1006893	Pf3D7_11_v3-1006693-1006917
Pf3D7_11_v3-1018813-1019021	Pf3D7_11_v3-1018781-1019053
Pf3D7_11_v3-1019078-1019287	Pf3D7_11_v3-1019050-1019319
Pf3D7_11_v3-1127103-1127294	Pf3D7_11_v3-1127074-1127316
Pf3D7_11_v3-1293943-1294136	Pf3D7_11_v3-1293919-1294168
Pf3D7_11_v3-1294690-1294888	Pf3D7_11_v3-1294664-1294910
Pf3D7_11_v3-1295135-1295311	Pf3D7_11_v3-1295103-1295335
Pf3D7_11_v3-1295397-1295564	Pf3D7_11_v3-1295371-1295597
Pf3D7_11_v3-1374946-1375115	Pf3D7_11_v3-1374917-1375148
Pf3D7_11_v3-1375839-1376024	Pf3D7_11_v3-1375807-1376056
Pf3D7_11_v3-1376086-1376276	Pf3D7_11_v3-1376058-1376305
Pf3D7_11_v3-1816178-1816346	Pf3D7_11_v3-1816152-1816378
Pf3D7_11_v3-1934989-1935203	Pf3D7_11_v3-1934962-1935236
Pf3D7_12_v3-0063113-0063281	Pf3D7_12_v3-63081-63314
Pf3D7_12_v3-0233445-0233639	Pf3D7_12_v3-233418-233671
Pf3D7_12_v3-0529526-0529735	Pf3D7_12_v3-529495-529767
Pf3D7_12_v3-0659902-0660096	Pf3D7_12_v3-659881-660127
Pf3D7_12_v3-0684043-0684207	Pf3D7_12_v3-684011-684240
Pf3D7_12_v3-0857082-0857293	Pf3D7_12_v3-857050-857323
Pf3D7_12_v3-1959668-1959858	Pf3D7_12_v3-1959644-1959891
Pf3D7_13_v3-0146724-0146904	Pf3D7_13_v3-146695-146934
Pf3D7_13_v3-0156486-0156652	Pf3D7_13_v3-156456-156685
Pf3D7_13_v3-0156745-0156956	Pf3D7_13_v3-156713-156986
Pf3D7_13_v3-0388170-0388378	Pf3D7_13_v3-388138-388408
Pf3D7_13_v3-0479601-0479778	Pf3D7_13_v3-479569-479811
Pf3D7_13_v3-0815894-0816058	Pf3D7_13_v3-815862-816091
Pf3D7_13_v3-0852679-0852897	Pf3D7_13_v3-852647-852921
Pf3D7_13_v3-0911782-0911974	Pf3D7_13_v3-911757-912005
Pf3D7_13_v3-0935644-0935858	Pf3D7_13_v3-935613-935884
Pf3D7_13_v3-1004772-1004969	Pf3D7_13_v3-1004740-1005002
Pf3D7_13_v3-1146788-1146982	Pf3D7_13_v3-1146764-1147010
Pf3D7_13_v3-1233117-1233299	Pf3D7_13_v3-1233093-1233332
Pf3D7_13_v3-1265526-1265694	Pf3D7_13_v3-1265494-1265726
Pf3D7_13_v3-1350887-1351062	Pf3D7_13_v3-1350855-1351093
Pf3D7_13_v3-1406745-1406947	Pf3D7_13_v3-1406713-1406975
Pf3D7_13_v3-1419395-1419601	Pf3D7_13_v3-1419363-1419626
Pf3D7_13_v3-1465638-1465870	Pf3D7_13_v3-1465616-1465890
Pf3D7_13_v3-1465925-1466124	Pf3D7_13_v3-1465901-1466157
Pf3D7_13_v3-1876421-1876636	Pf3D7_13_v3-1876391-1876664
Pf3D7_13_v3-2114271-2114454	Pf3D7_13_v3-2114242-2114482
Pf3D7_13_v3-2114854-2115057	Pf3D7_13_v3-2114829-2115090
Pf3D7_13_v3-2545091-2545258	Pf3D7_13_v3-2545065-2545291
Pf3D7_14_v3-0106893-0107084	Pf3D7_14_v3-106867-107115
Pf3D7_14_v3-0120133-0120332	Pf3D7_14_v3-120101-120365
Pf3D7_14_v3-0137430-0137636	Pf3D7_14_v3-137398-137668
Pf3D7_14_v3-0279590-0279800	Pf3D7_14_v3-279563-279833
Pf3D7_14_v3-0377797-0377992	Pf3D7_14_v3-377765-378020
Pf3D7_14_v3-0407338-0407509	Pf3D7_14_v3-407306-407542
Pf3D7_14_v3-0421354-0421514	Pf3D7_14_v3-421322-421547
Pf3D7_14_v3-0771432-0771601	Pf3D7_14_v3-771407-771633
Pf3D7_14_v3-0921208-0921399	Pf3D7_14_v3-921176-921432
Pf3D7_14_v3-1038326-1038505	Pf3D7_14_v3-1038300-1038538
Pf3D7_14_v3-1166134-1166338	Pf3D7_14_v3-1166107-1166371
Pf3D7_14_v3-1392869-1393059	Pf3D7_14_v3-1392837-1393086
Pf3D7_14_v3-1992153-1992347	Pf3D7_14_v3-1992121-1992370
Pf3D7_14_v3-2004394-2004574	Pf3D7_14_v3-2004362-2004606
Pf3D7_14_v3-2020636-2020823	Pf3D7_14_v3-2020604-2020849
Pf3D7_14_v3-2260555-2260737	Pf3D7_14_v3-2260533-2260765
Pf3D7_14_v3-2355645-2355820	Pf3D7_14_v3-2355614-2355853
Pf3D7_14_v3-2695869-2696052	Pf3D7_14_v3-2695837-2696082
Pf3D7_14_v3-2733377-2733564	Pf3D7_14_v3-2733345-2733593
Pf3D7_14_v3-2858925-2859127	Pf3D7_14_v3-2858894-2859160
Pf3D7_14_v3-3124441-3124626	Pf3D7_14_v3-3124416-3124655
Pf3D7_14_v3-3125829-3126040	Pf3D7_14_v3-3125801-3126073
Pf3D7_14_v3-3214281-3214486	Pf3D7_14_v3-3214249-3214516
PKNH_12_v2-0198893-0199083	PKNH_12_v2-198869-199113
Pf3D7_13_v3-1041624-1041829	Pf3D7_13_v3-1041593-1041860
PmUG01_12_v1-1398020-1398213	PmUG01_12_v1-1397996-1398245
PocGH01_12_v1-1106482-1106671	PocGH01_12_v1-1106456-1106697
PvP01_12_v1-1185007-1185184	PvP01_12_v1-1184983-1185208
